㞮	shutsu sui
馨	kei kyou
馬	ba me ma
馭	gyo go
馮	hyou fuu
馰	teki chaku
馱	ta da tai dai
馲	taku chaku raku waku
馳	chi ji
馴	shun kun
馵	shu soku zoku
馹	jitsu nichi
馺	sou
馼	bun mon
馽	chuu shou
馿	ro
駁	baku haku
駃	ketsu kechi gai ke
駄	ta da tai dai
駅	eki
駆	ku
駈	ku
駉	kei kyou
駐	chuu chu
駑	do
駒	ku
駓	hi
駔	sou so zo sho
駕	ga
駘	tai
駙	fu bu
駚	you ou
駛	shi
駜	hitsu bichi hi bi
駝	ta da
駞	da ta
駟	shi
駡	ba
駢	hen ben
駧	tou zu
駪	shin
駫	kei kyou
駬	ji ni
駭	kai gai
駮	haku kaku
駰	in
駱	raku
駴	kai gai ai
駵	ryuu ru
駸	shin
駹	bou mou
駻	kan
駽	ken gen
駾	tai
駿	shun
騁	tei
騂	sei shou kei kyou
騃	gai shi ji i gi tai
騄	ryoku roku
騅	sui
騈	hen ben
騋	rai
騌	sou
騎	ki
騏	ki
騐	ken gen
騑	hi
騒	sou
験	ken gen
騖	bu mu
騗	hen
騙	hen
騞	kaku kyaku baku myaku
騠	tei dai
騢	ka ge
騣	sou su
騤	ki gi ketsu kechi
騧	ka i kai ge
騨	tan dan da
騫	ken
騭	shitsu shichi choku
騮	ryuu ru
騰	tou
騳	toku doku
騵	gen gan ga
騶	shuu shu ju su chu suu
騷	sou
騸	sen
騺	chi
騾	ra
驀	baku ba
驁	gou gyou
驂	san
驃	hyou
驄	sou su
驅	ku kyuu
驇	chi
驊	ka ge
驋	hatsu hachi
驌	shuku suku
驍	gyou kyou
驎	rin
驑	ryuu ru
驒	tan dan da
驔	ten den tan don
驕	kyou
驖	tetsu dechi
驗	ken gen
驚	kyou kei
驛	eki
驝	taku chaku raku waku
驟	shuu
驢	ryo ro
驤	jou shou
驥	ki
驩	kan
驪	ri rei
驫	hyuu shuu hyou
骉	hyuu shuu hyou
骎	shin
骔	sou
骨	kotsu
骪	i
骫	i
骬	u
骭	kan
骮	yoku
骯	kou
骰	tou
骲	haku gou gyou hou byou
骴	shi ji sai ja
骵	tai tei
骶	tei tai
骸	kai gai
骹	kou kyou gou
骻	ka ke
骼	kaku
骾	kou kyou
骿	hen ben
髀	hi hei
髁	kai ke ka
髃	gu gou gai
髄	zui sui
髆	haku
髈	hou bou
髎	ryou roo
髏	rou ru
髐	kou kyou
髑	toku doku
髒	sou
髓	zui sui
體	tei tai
髕	hin bin
髖	kan kon
髗	ro
高	kou
髙	kou
髛	kou
髜	kyou
髞	sou zou
髟	hyou hyuu
髠	kon
髢	tei
髣	hou
髤	kyuu ku shi
髥	zen nen
髦	bou mou
髧	tan don
髩	bin hin
髪	hatsu
髫	chou
髬	hi
髭	shi
髮	hatsu
髯	zen
髱	hou
髲	hi bi
髳	bou mu mou
髴	futsu hi
髵	ji ni
髷	kyoku
髹	kyuu ku shi
髺	gatsu gachi
髻	kei kitsu
髽	sa se
髿	sa sha
鬀	tei
鬁	ri
鬂	bin hin
鬃	sou zu zou
鬄	tei tai seki teki shaku chaku
鬅	hou bou
鬆	shou sou
鬈	ken gen
鬉	sou su
鬋	sen
鬌	ta tsui zui ki da
鬍	ko
鬎	ratsu
鬐	ki gi
鬒	shin
鬖	san shin sen
鬘	ban man
鬙	sou
鬚	shu su
鬛	ryou
鬜	kan ken san zen
鬟	kan
鬠	katsu gachi kai ke
鬢	hin bin
鬣	ryou
鬥	tou tsu kaku
鬦	tou
鬧	tou dou
鬨	kou
鬩	geki keki
鬪	tou
鬫	kan ken hoeru
鬬	tou
鬭	tou
鬮	kyuu
鬯	chou
鬰	utsu
鬱	utsu
鬲	reki kaku
鬳	ken gan gen gon
鬴	fu bu reki ryaku
鬵	sen zen shin jin
鬶	ki gi kei e
鬷	sou su
鬹	ki gi kei e
鬺	shou
鬻	shuku iku
鬼	ki
鬽	bi mi
魁	kai
魂	kon gon
魃	batsu hatsu
魄	haku baku
魅	mi bi
魈	shou
魋	tai zui tsui
魌	ki
魍	bou mou
魎	ryou
魏	gi
魑	chi
魔	ma ba
魕	ki
魖	kyo ko
魗	shuu shu ju
魘	en you
魚	gyo
魛	tou
魜	jin nin
魡	teki chaku chou
魣	sho jo yo
魥	gou kyou kou
魦	sa sha shou
魨	ton don
魩	hachi bachi
魪	kai
魫	shin jin
魬	han ban
魭	gen gan
魮	hi bi
魯	ro
魲	ro
魳	shi sou
魴	hou
魵	fun bun
魷	yuu
魸	namazu
魿	rei ryou rin
鮀	ta da
鮃	hyou hei
鮄	futsu buchi
鮅	hitsu bichi
鮆	sei zai shi ji
鮇	bi mi
鮉	chou
鮊	haku byaku ha be
鮋	yuu yu shuu ju
鮍	hi
鮎	nen
鮏	sei shou sou
鮐	tai i
鮑	hou
鮒	fu bu
鮓	sa
鮔	kyo
鮚	kitsu gichi ketsu kechi
鮝	shou you
鮞	ji ni jiku niku
鮟	an
鮠	gai
鮦	tou zu
鮧	i tei dai shi ji
鮨	shi ki kei
鮩	hou byou hei hitsu bichi
鮪	i yuu
鮫	kou
鮬	ho bu ko ku hi bi ka ke
鮭	kei kai
鮮	sen
鮰	kai gai
鮱	bora
鮷	tei dai
鮸	ben men ban man
鮹	sou shou
鮻	sa sha shou
鮼	shin
鮾	dai nai kusaru
鮿	chou
鯀	kon
鯁	kou kyou
鯆	ho fu
鯇	kan gan
鯈	yuu yu
鯉	ri
鯊	sa sha
鯋	sa sha
鯔	shi
鯖	sei
鯗	shou you
鯘	dai nai
鯛	chou
鯝	ko ku
鯟	tou tsu
鯡	hi
鯢	gei
鯣	eki
鯤	kon
鯥	riku roku
鯧	shou
鯨	gei
鯪	ryou
鯫	sou su
鯯	sei
鯰	nen
鯵	sou
鯷	tei dai
鯸	kou gu
鯹	sei shou sou
鯺	sho
鯽	seki shaku shoku soku zoku
鯿	hen
鰀	kan gan
鰁	sen zen
鰂	soku zoku
鰃	wai e
鰄	i
鰆	shun
鰈	chou tou
鰉	kou
鰊	ren
鰋	en on
鰌	shuu
鰍	shuu
鰏	hyoku hiki
鰐	gaku
鰑	you
鰒	fuku
鰓	sai shi
鰔	kan kon gen
鰕	ka
鰖	ta
鰙	haya
鰛	on
鰜	ken kan gen
鰞	o u
鰡	ryuu
鰢	ba me
鰣	shi ji
鰤	shi
鰥	kan kon
鰦	shi
鰧	tou dou chin jin
鰨	chou tou
鰩	you
鰪	kou ou
鰭	ki
鰮	on
鰱	ren
鰲	gou
鰵	bin min
鰶	sei sai
鰷	chou jou shou
鰹	ken
鰺	sou
鰻	ban man
鰽	shuu ju
鰾	hyou
鱁	chiku jiku
鱂	shou sou
鱃	shuu shu
鱄	sen zen tan dan ren
鱅	shou ju yu you
鱆	shou
鱇	kou
鱈	setsu
鱉	betsu
鱊	itsu ichi shutsu juchi
鱎	kyou gyou
鱏	shin jin in
鱐	shuku suku shuu shu
鱒	son ten
鱓	sen zen ta da
鱔	sen
鱖	kei ke ketsu kachi
鱗	rin
鱘	shin jin
鱜	kyou
鱝	fun bun
鱞	kan kon
鱟	kou gu yoku oku
鱠	kai
鱣	tan sen zen dan
鱤	kan kon
鱧	rei
鱨	shou jou
鱫	ai
鱮	sho jo yo
鱲	ryou
鱵	shin
鱶	shou
鱷	gaku
鱸	ro
鱻	sen
鲉	yuu yu shuu ju chuu
鲊	sa
鲌	haku byaku ha be
鲏	hi
鲙	kai
鲹	sou
鲾	hyaku hiki
鳁	on
鳥	chou
鳦	itsu ichi atsu echi
鳧	fu
鳩	kyuu ku
鳫	gan
鳬	fu
鳮	kei
鳯	hou fuu
鳲	shi
鳳	hou fuu
鳴	mei
鳶	en
鳷	shi ki
鳹	ken gen kin gon kan kon
鴂	ketsu kechi kei ke
鴃	ketsu kei geki
鴆	chin
鴇	hou
鴈	gan
鴉	a
鴋	hou bou
鴎	ou
鴑	do nu
鴒	rei ryou
鴕	ta da
鴗	ryuu
鴘	hen hon
鴛	en on
鴜	shi
鴝	ku gu
鴞	you kyou
鴟	shi
鴣	ko ku
鴦	you ou
鴨	ou
鴪	itsu
鴬	ou you
鴯	ji ni
鴰	katsu kachi kechi
鴲	shi
鴳	an en
鴴	kou gyou
鴺	tei dai i
鴻	kou
鴼	ro
鴽	jo nyo
鴾	bou
鴿	kou
鵁	kou
鵂	kyuu ku gu
鵃	chuu chu
鵄	shi
鵅	raku kaku kyaku
鵊	kou kyou
鵐	bu mu
鵑	ken
鵓	hotsu bochi botsu
鵔	shun
鵙	geki keki
鵜	tei
鵝	ga
鵞	ga
鵟	kyou gou
鵠	koku kou
鵡	bu mu
鵢	shin
鵣	rai
鵧	hei byou hyou
鵩	fuku buku
鵪	an on
鵫	tou chou taku daku
鵬	hou
鵯	hi hitsu
鵰	chou
鵲	jaku shaku
鵶	a
鵷	en on
鵺	ya
鵻	sui shun
鵼	kou ku
鵾	kon un
鶃	geki
鶄	sei shou
鶆	rai
鶇	tou tsu
鶉	shun jun
鶊	kou kyou
鶏	kei
鶒	seki shaku choku sha
鶓	byou myou
鶕	an
鶖	shuu shu
鶗	tei dai shi ji
鶘	ko go
鶚	gaku
鶡	katsu gachi fun kai kaku
鶤	kon
鶩	boku bu
鶪	keki kyaku
鶬	sou shou
鶮	koku goku kaku
鶯	ou
鶱	ken kon
鶲	ou u
鶴	kaku
鶵	suu su ju
鶸	jaku
鶹	ryuu ru
鶺	seki
鶻	kotsu katsu
鶼	ken kan
鶿	shi ji
鷁	geki
鷂	you
鷃	an en
鷄	kei
鷆	ten shin den
鷇	kou ku kaku koku
鷉	tei
鷊	geki gyaku
鷏	ten den shin
鷓	sha
鷔	gou gyuu gu
鷕	you i yui
鷖	ei
鷗	ou
鷙	shi chitsu
鷚	ryuu ru bou mu
鷞	sou shou
鷟	saku zaku
鷠	gyo go
鷥	shi
鷦	shou
鷧	i ei
鷩	hetsu hechi hei hi
鷫	shuku suku
鷭	ban han
鷮	kyou gyou
鷯	ryou
鷰	en
鷲	shuu ju
鷳	kan ken
鷴	kan gen
鷸	itsu
鷹	you ou
鷺	ro ryo
鷽	kaku gaku aku
鷾	i
鸂	kei
鸇	sen ken
鸊	heki hyaku haku hi
鸎	you ou
鸐	teki jaku taku daku
鸑	gaku
鸒	yo
鸕	ro
鸖	kaku
鸙	yaku
鸚	ou you
鸛	kan
鸜	ku gu
鸝	ri rei rai
鸞	ran
鸰	rei ryou
鸴	kaku gaku aku
鹀	bu mu
鹟	ou u
鹡	seki
鹢	geki
鹵	ro
鹶	kyou
鹸	ken kan sen
鹹	kan
鹺	sa za shi ji
鹻	kan ken
鹼	ken kan sen
鹽	en
鹿	roku
麀	yuu yu
麁	so
麂	ki
麃	hou byou
麄	so zo
麅	hou byou
麇	kin kun gun
麈	shu su
麋	bi
麌	gu go
麎	shin jin shi ji
麏	kin kun
麑	gei bei
麒	ki gi
麓	roku
麕	kin kun gun
麖	kei kyou
麗	rei ri
麘	kyou kou
麛	bei mai
麝	sha ja seki
麞	shou
麟	rin
麤	so zo
麥	baku
麦	baku
麨	shou
麩	fu
麪	men
麬	fu
麭	hou
麮	kyo ko
麯	kiku
麰	bou mu
麳	rai ryoku riki ri
麴	kiku
麵	ben men
麸	fu
麹	kiku
麺	men
麻	ma ba
麼	ma ba
麾	ki
麿	ro
黃	kou ou
黄	kou ou
黆	kou
黈	tou tsu
黋	kou
黌	kou
黍	sho
黎	rei ri
黏	nen
黐	chi ri
黑	koku
黒	koku
黔	ken kin
黕	tan ton chin
默	moku
黙	moku
黛	tai
黜	chutsu
黝	yuu
點	ten
黟	ei i
黠	katsu
黡	en an
黤	en an on
黥	gei kei
黧	rei rai ri
黨	tou
黬	kan ken an en
黭	en an on
黮	tan don dan chin jin
黯	an
黰	shin an en
黱	tai dai chin jin
黲	san
黴	bai bi mai
黵	tan sen
黶	en an
黷	toku
黸	ro ru
黹	chi
黻	futsu
黼	ho fu
黽	bou bin ben
黿	gen gan
鼂	chou jou
鼃	wai kai
鼅	chi
鼇	gou
鼈	betsu hetsu
鼉	ta da tan dan sen zen
鼎	tei
鼏	beki myaku
鼐	dai nai dou nou
鼑	tei
鼒	shi ji
鼓	ko
鼔	ko ku
鼕	tou
鼖	fun
鼗	tou dou
鼙	hei bai
鼚	chou
鼛	kou
鼟	tou
鼠	so sho
鼡	sho
鼢	fun bun
鼦	chou
鼪	sei shou
鼫	seki jaku
鼬	yuu yu
鼯	go
鼱	sei shou
鼲	kon gon
鼴	en on
鼷	kei gei
鼹	en on
鼺	rui
鼻	bi hi
鼼	gyou kyuu ku kyou
鼽	gu kyuu
鼾	kan
鼿	gotsu gochi kai
齁	kou ku ko
齃	katsu kachi atsu achi
齄	sha sa
齅	kyuu
齆	ou o
齇	sa sha
齊	sei zai sai
齋	sai shi
齎	sei sai shi
齏	sei sai
齒	shi
齓	shin son ton
齔	shin
齕	kotsu gochi ketsu
齖	ga ge
齗	kin gin
齘	kai gai
齚	saku jaku sa ja
齝	chi shi
齞	gen
齟	so sho sa
齠	chou
齡	rei
齢	rei
齣	shutsu setsu
齦	gin kon
齧	ketsu getsu
齨	kyuu gu
齩	gou kou
齪	soku saku shoku
齬	gyo go
齭	sho so
齮	gi ki
齯	gei ji ni
齰	saku jaku sa ja
齱	seku saku shuku shoku soku
齲	ku u
齳	gun
齵	gou gu
齶	gaku
齷	aku
齺	shuu shu saku zaku
齽	kin kon gon
龍	ryuu rou
龏	kyou ku aku
龐	hou bou rou ru
龑	en gen
龒	ryu ryou
龔	kyou ku you yu
龕	gan kan
龖	tou dou sou
龗	rei ryou
龘	tou
龜	ki kyuu kin
龝	shuu
龞	betsu hetsu
龠	yaku
龡	sui
龢	ka wa
龣	kaku roku
龤	kai
龥	yaku yu
兀	kotsu gotsu
嗀	kaku
塚	chou
晴	sei
凞	ki
猪	cho
益	eki yaku
礼	rei rai
神	shin jin
祥	shou
福	fuku
靖	sei jou
精	sei shou
羽	u
諸	sho
逸	itsu ichi
都	to tsu cho
飯	han bon
飼	shi ji
館	kan
鶴	kaku
𠯮	hin hon
𢅥	ju chu
𢈘	roku
𢊍	zu chuu
𢫦	haku hyou
𣏾	zai
𣟬	ran
𣟱	kyo
𣠽	ha he
𥔵	ji shi
𦒷	bou mou
𦦙	kyo
𧗗	jiku
𧗷	jutsu
𧰧	shuu
𨻶	geki
𩂳	rei ryou
𩵋	gyo
𪀒	shi
𪉩	en
